_id,fecha_hora,id_de_slack,nombre_usuario_slack,nombre_completo,tienes_agenda_planeada,tienes_reuniones_planeadas,con_que_areas_te_vas_a_reunir,ayunaste_hoy,tienes_deadline_hoy,alguna_tarea_te_llevo_mas_tiempo,hay_tareas_que_se_pueden_automatizar,tuviste_que_ir_a_algun_lugar_para_hacer_tus_tareas,usaste_alguna_metodologia_para_optimizar_el_tiempo,fueron_satisfactorias_las_reuniones,pudiste_resolver_tus_dudas_sobre_el_trabajo,tuviste_reuniones_planificadas,productividad_hoy,calificacion_descansos
649345b940e849bfc45ed5e4,2023-06-21 15:47:21.304,slack_user13,slack_username13,Eli Boada-Lozano,Si,Si,['Data'],No,Si,No,No,Si,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed5e6,2023-06-21 15:47:21.305,slack_user14,slack_username14,Carolina de Villalba,No,Si,['Tecnología'],No,Si,Si,No,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes y bien distribuidos
649345b940e849bfc45ed5e8,2023-06-21 15:47:21.306,slack_user15,slack_username15,Adelardo Cortés,No,Si,['Otro'],No,Si,No,No,Si,No,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed5ea,2023-06-21 15:47:21.307,slack_user16,slack_username16,Aarón Serna-Pomares,No,Si,['Tecnología'],No,No,No,No,No,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes y bien distribuidos
649345b940e849bfc45ed5ec,2023-06-21 15:47:21.308,slack_user17,slack_username17,Eutropio Nogués Fuentes,No,Si,['Rercursos humanos'],Si,Si,No,No,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,1,Insuficientes pero bien distribuidos
649345b940e849bfc45ed5ee,2023-06-21 15:47:21.309,slack_user18,slack_username18,Consuela Lasa Flor,Si,Si,['Finanzas'],No,No,Si,Si,No,No,No,Si,No,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed5f0,2023-06-21 15:47:21.310,slack_user19,slack_username19,María Cantero Montalbán,Si,No,['Tecnología'],No,No,No,No,Si,Si,Si,Si,Si,4,Suficientes y bien distribuidos
649345b940e849bfc45ed5f2,2023-06-21 15:47:21.311,slack_user0,slack_username0,Domingo Cámara Arroyo,Si,No,['Producto'],Si,Si,Si,Si,No,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed5f4,2023-06-21 15:47:21.312,slack_user1,slack_username1,Ismael Viana Fuertes,No,No,['Data'],No,No,Si,Si,No,No,No,No,Si,2,Suficientes y bien distribuidos
649345b940e849bfc45ed5f6,2023-06-21 15:47:21.313,slack_user2,slack_username2,Liliana Gabaldón,No,No,['Finanzas'],Si,No,No,Si,No,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed5f8,2023-06-21 15:47:21.314,slack_user3,slack_username3,Carlito de Antón,No,No,['Rercursos humanos'],Si,Si,No,No,No,No,Si,No,No,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed5fa,2023-06-21 15:47:21.315,slack_user4,slack_username4,Mamen Álvaro Velázquez,No,No,['Tecnología'],No,No,Si,Si,No,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed5fc,2023-06-21 15:47:21.315,slack_user5,slack_username5,Carlos Salvà Sierra,Si,Si,['Data'],Si,No,No,Si,No,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,5,Suficientes y bien distribuidos
649345b940e849bfc45ed5fe,2023-06-21 15:47:21.316,slack_user6,slack_username6,Bienvenida Gimeno Amigó,No,Si,['Legal'],Si,Si,No,Si,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed600,2023-06-21 15:47:21.317,slack_user7,slack_username7,Carlos Segura-Peláez,No,Si,['Otro'],Si,No,No,Si,Si,Si,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed602,2023-06-21 15:47:21.318,slack_user8,slack_username8,Elvira Hoyos Tamarit,No,No,['Tecnología'],Si,No,No,Si,Si,No,Si,Si,Si,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed604,2023-06-21 15:47:21.319,slack_user9,slack_username9,Chita Bustamante Carretero,No,No,['Rercursos humanos'],Si,Si,Si,Si,Si,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,5,Insuficientes pero bien distribuidos
649345b940e849bfc45ed606,2023-06-21 15:47:21.320,slack_user10,slack_username10,Amor Sales Méndez,Si,No,['Data'],No,Si,Si,Si,No,No,Si,No,Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed608,2023-06-21 15:47:21.321,slack_user11,slack_username11,Patricia Godoy Montoya,No,No,['Otro'],Si,No,No,Si,No,No,No,Si,Si,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed60a,2023-06-21 15:47:21.322,slack_user12,slack_username12,Eligio Ponce Belmonte,Si,Si,['Tecnología'],No,Si,Si,Si,Si,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed60c,2023-06-21 15:47:21.322,slack_user13,slack_username13,Eli Boada-Lozano,No,No,['Tecnología'],Si,Si,No,Si,No,Si,No,Si,No,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed60e,2023-06-21 15:47:21.323,slack_user14,slack_username14,Carolina de Villalba,No,Si,['Legal'],Si,Si,Si,No,Si,Si,Si,Si,No,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed610,2023-06-21 15:47:21.324,slack_user15,slack_username15,Adelardo Cortés,Si,Si,['Tecnología'],Si,No,No,Si,Si,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,4,Suficientes y bien distribuidos
649345b940e849bfc45ed612,2023-06-21 15:47:21.325,slack_user16,slack_username16,Aarón Serna-Pomares,No,No,['Otro'],No,No,No,No,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,5,Insuficientes pero bien distribuidos
649345b940e849bfc45ed614,2023-06-21 15:47:21.326,slack_user17,slack_username17,Eutropio Nogués Fuentes,Si,Si,['Rercursos humanos'],No,Si,No,Si,Si,Si,No,Si,No,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed616,2023-06-21 15:47:21.327,slack_user18,slack_username18,Consuela Lasa Flor,No,Si,['Producto'],No,Si,Si,Si,No,Si,No,Si,Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed618,2023-06-21 15:47:21.327,slack_user19,slack_username19,María Cantero Montalbán,No,No,['Data'],Si,No,Si,No,Si,Si,No,No,Si,3,Suficientes y bien distribuidos
649345b940e849bfc45ed61a,2023-06-21 15:47:21.328,slack_user0,slack_username0,Domingo Cámara Arroyo,No,Si,['Finanzas'],Si,No,Si,Si,Si,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,5,Insuficientes y mal distribuidos
649345b940e849bfc45ed61c,2023-06-21 15:47:21.329,slack_user1,slack_username1,Ismael Viana Fuertes,Si,No,['Data'],No,No,No,Si,No,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed61e,2023-06-21 15:47:21.330,slack_user2,slack_username2,Liliana Gabaldón,Si,Si,['Otro'],No,Si,Si,Si,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,2,Suficientes y bien distribuidos
649345b940e849bfc45ed620,2023-06-21 15:47:21.330,slack_user3,slack_username3,Carlito de Antón,Si,Si,['Producto'],No,No,No,Si,No,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed622,2023-06-21 15:47:21.331,slack_user4,slack_username4,Mamen Álvaro Velázquez,Si,Si,['Rercursos humanos'],No,Si,No,No,Si,Si,Si,No,Si,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed624,2023-06-21 15:47:21.332,slack_user5,slack_username5,Carlos Salvà Sierra,Si,Si,['Rercursos humanos'],Si,No,Si,Si,No,No,No,No,Si,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed626,2023-06-21 15:47:21.333,slack_user6,slack_username6,Bienvenida Gimeno Amigó,Si,No,['Otro'],No,No,No,Si,No,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed628,2023-06-21 15:47:21.333,slack_user7,slack_username7,Carlos Segura-Peláez,Si,Si,['Legal'],No,Si,No,Si,Si,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,1,Insuficientes y mal distribuidos
649345b940e849bfc45ed62a,2023-06-21 15:47:21.334,slack_user8,slack_username8,Elvira Hoyos Tamarit,Si,No,['Finanzas'],Si,No,Si,No,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes y bien distribuidos
649345b940e849bfc45ed62c,2023-06-21 15:47:21.335,slack_user9,slack_username9,Chita Bustamante Carretero,Si,No,['Rercursos humanos'],No,Si,No,No,No,Si,No,No,No,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed62e,2023-06-21 15:47:21.336,slack_user10,slack_username10,Amor Sales Méndez,No,No,['Producto'],Si,No,Si,No,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed630,2023-06-21 15:47:21.336,slack_user11,slack_username11,Patricia Godoy Montoya,Si,No,['Legal'],No,Si,No,Si,Si,Si,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed632,2023-06-21 15:47:21.337,slack_user12,slack_username12,Eligio Ponce Belmonte,No,Si,['Data'],No,No,No,Si,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,4,Suficientes y bien distribuidos
649345b940e849bfc45ed634,2023-06-21 15:47:21.338,slack_user13,slack_username13,Eli Boada-Lozano,Si,Si,['Data'],No,No,Si,Si,No,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed636,2023-06-21 15:47:21.339,slack_user14,slack_username14,Carolina de Villalba,Si,No,['Otro'],No,No,Si,No,No,Si,Si,No,Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed638,2023-06-21 15:47:21.340,slack_user15,slack_username15,Adelardo Cortés,No,No,['Legal'],Si,Si,No,No,No,No,No,No,Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed63a,2023-06-21 15:47:21.340,slack_user16,slack_username16,Aarón Serna-Pomares,Si,No,['Legal'],No,No,Si,Si,Si,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,5,Insuficientes pero bien distribuidos
649345b940e849bfc45ed63c,2023-06-21 15:47:21.341,slack_user17,slack_username17,Eutropio Nogués Fuentes,No,No,['Data'],No,Si,No,No,No,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed63e,2023-06-21 15:47:21.342,slack_user18,slack_username18,Consuela Lasa Flor,No,No,['Legal'],Si,Si,No,Si,Si,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,2,Suficientes y bien distribuidos
649345b940e849bfc45ed640,2023-06-21 15:47:21.343,slack_user19,slack_username19,María Cantero Montalbán,No,No,['Rercursos humanos'],No,Si,Si,No,Si,No,No,No,No,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed642,2023-06-21 15:47:21.344,slack_user0,slack_username0,Domingo Cámara Arroyo,Si,Si,['Legal'],No,No,No,Si,Si,Si,Si,Si,No,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed644,2023-06-21 15:47:21.345,slack_user1,slack_username1,Ismael Viana Fuertes,Si,No,['Data'],Si,Si,No,Si,Si,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed646,2023-06-21 15:47:21.345,slack_user2,slack_username2,Liliana Gabaldón,No,Si,['Tecnología'],Si,No,Si,No,Si,Si,Si,No,Si,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed648,2023-06-21 15:47:21.346,slack_user3,slack_username3,Carlito de Antón,No,Si,['Legal'],Si,No,Si,Si,No,No,Si,No,No,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed64a,2023-06-21 15:47:21.347,slack_user4,slack_username4,Mamen Álvaro Velázquez,Si,Si,['Legal'],No,Si,No,Si,No,Si,No,No,Si,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed64c,2023-06-21 15:47:21.348,slack_user5,slack_username5,Carlos Salvà Sierra,No,Si,['Legal'],No,Si,No,Si,No,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,5,Insuficientes pero bien distribuidos
649345b940e849bfc45ed64e,2023-06-21 15:47:21.349,slack_user6,slack_username6,Bienvenida Gimeno Amigó,No,Si,['Rercursos humanos'],Si,No,Si,No,Si,Si,No,No,Si,2,Insuficientes pero bien distribuidos
649345b940e849bfc45ed650,2023-06-21 15:47:21.349,slack_user7,slack_username7,Carlos Segura-Peláez,No,Si,['Producto'],No,No,Si,No,No,Si,No,No,Si,1,Suficientes y bien distribuidos
649345b940e849bfc45ed652,2023-06-21 15:47:21.350,slack_user8,slack_username8,Elvira Hoyos Tamarit,Si,Si,['Data'],No,Si,No,Si,Si,Si,No,No,No,5,Insuficientes y mal distribuidos
649345b940e849bfc45ed654,2023-06-21 15:47:21.351,slack_user9,slack_username9,Chita Bustamante Carretero,Si,No,['Finanzas'],No,Si,Si,Si,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed656,2023-06-21 15:47:21.352,slack_user10,slack_username10,Amor Sales Méndez,No,No,['Otro'],Si,No,Si,No,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,2,Suficientes y bien distribuidos
649345b940e849bfc45ed658,2023-06-21 15:47:21.353,slack_user11,slack_username11,Patricia Godoy Montoya,No,No,['Data'],Si,Si,No,Si,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed65a,2023-06-21 15:47:21.353,slack_user12,slack_username12,Eligio Ponce Belmonte,No,Si,['Producto'],No,Si,No,Si,No,Si,Si,Si,Si,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed65c,2023-06-21 15:47:21.354,slack_user13,slack_username13,Eli Boada-Lozano,Si,Si,['Tecnología'],Si,Si,No,Si,Si,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,5,Suficientes pero mal distribuidos
649345b940e849bfc45ed65e,2023-06-21 15:47:21.355,slack_user14,slack_username14,Carolina de Villalba,No,Si,['Otro'],Si,Si,No,Si,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,2,Insuficientes pero bien distribuidos
649345b940e849bfc45ed660,2023-06-21 15:47:21.356,slack_user15,slack_username15,Adelardo Cortés,Si,No,['Tecnología'],No,Si,No,Si,No,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,5,Suficientes pero mal distribuidos
649345b940e849bfc45ed662,2023-06-21 15:47:21.356,slack_user16,slack_username16,Aarón Serna-Pomares,No,No,['Rercursos humanos'],Si,No,No,Si,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,4,Suficientes y bien distribuidos
649345b940e849bfc45ed664,2023-06-21 15:47:21.357,slack_user17,slack_username17,Eutropio Nogués Fuentes,Si,Si,['Legal'],Si,No,No,No,Si,No,No,Si,Si,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed666,2023-06-21 15:47:21.358,slack_user18,slack_username18,Consuela Lasa Flor,No,Si,['Tecnología'],No,No,Si,No,No,No,Si,Si,No,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed668,2023-06-21 15:47:21.359,slack_user19,slack_username19,María Cantero Montalbán,Si,Si,['Finanzas'],No,Si,No,No,No,Si,No,No,Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed66a,2023-06-21 15:47:21.360,slack_user0,slack_username0,Domingo Cámara Arroyo,No,No,['Finanzas'],No,Si,No,No,No,Si,Si,Si,Si,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed66c,2023-06-21 15:47:21.361,slack_user1,slack_username1,Ismael Viana Fuertes,Si,No,['Legal'],No,No,Si,No,Si,Si,Si,Si,Si,5,Insuficientes pero bien distribuidos
649345b940e849bfc45ed66e,2023-06-21 15:47:21.362,slack_user2,slack_username2,Liliana Gabaldón,No,No,['Data'],No,Si,No,No,Si,Si,No,No,No,2,Insuficientes pero bien distribuidos
649345b940e849bfc45ed670,2023-06-21 15:47:21.362,slack_user3,slack_username3,Carlito de Antón,Si,No,['Producto'],Si,Si,Si,No,No,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed672,2023-06-21 15:47:21.363,slack_user4,slack_username4,Mamen Álvaro Velázquez,No,Si,['Otro'],No,No,Si,No,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed674,2023-06-21 15:47:21.364,slack_user5,slack_username5,Carlos Salvà Sierra,Si,No,['Otro'],Si,Si,Si,Si,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,2,Insuficientes pero bien distribuidos
649345b940e849bfc45ed676,2023-06-21 15:47:21.365,slack_user6,slack_username6,Bienvenida Gimeno Amigó,No,Si,['Data'],No,No,No,Si,No,Si,No,Si,No,2,Suficientes y bien distribuidos
649345b940e849bfc45ed678,2023-06-21 15:47:21.365,slack_user7,slack_username7,Carlos Segura-Peláez,No,No,['Data'],No,Si,Si,Si,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,1,Suficientes y bien distribuidos
649345b940e849bfc45ed67a,2023-06-21 15:47:21.366,slack_user8,slack_username8,Elvira Hoyos Tamarit,No,Si,['Producto'],No,Si,Si,Si,No,No,Si,Si,No,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed67c,2023-06-21 15:47:21.367,slack_user9,slack_username9,Chita Bustamante Carretero,Si,Si,['Legal'],No,Si,Si,Si,Si,No,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed67e,2023-06-21 15:47:21.368,slack_user10,slack_username10,Amor Sales Méndez,No,Si,['Rercursos humanos'],No,Si,No,No,Si,No,Si,No,No,2,Insuficientes pero bien distribuidos
649345b940e849bfc45ed680,2023-06-21 15:47:21.369,slack_user11,slack_username11,Patricia Godoy Montoya,No,Si,['Finanzas'],No,No,Si,Si,Si,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed682,2023-06-21 15:47:21.370,slack_user12,slack_username12,Eligio Ponce Belmonte,Si,Si,['Finanzas'],Si,Si,Si,No,No,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed684,2023-06-21 15:47:21.370,slack_user13,slack_username13,Eli Boada-Lozano,Si,No,['Data'],Si,No,No,Si,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,4,Suficientes y bien distribuidos
649345b940e849bfc45ed686,2023-06-21 15:47:21.371,slack_user14,slack_username14,Carolina de Villalba,No,Si,['Data'],No,Si,Si,Si,No,Si,Si,Si,Si,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed688,2023-06-21 15:47:21.372,slack_user15,slack_username15,Adelardo Cortés,No,Si,['Legal'],No,Si,Si,No,Si,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes y bien distribuidos
649345b940e849bfc45ed68a,2023-06-21 15:47:21.373,slack_user16,slack_username16,Aarón Serna-Pomares,No,Si,['Tecnología'],Si,Si,No,Si,Si,Si,No,Si,Si,5,Insuficientes pero bien distribuidos
649345b940e849bfc45ed68c,2023-06-21 15:47:21.373,slack_user17,slack_username17,Eutropio Nogués Fuentes,Si,No,['Data'],Si,Si,Si,No,No,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,3,Suficientes y bien distribuidos
649345b940e849bfc45ed68e,2023-06-21 15:47:21.374,slack_user18,slack_username18,Consuela Lasa Flor,No,No,['Tecnología'],No,No,Si,No,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed690,2023-06-21 15:47:21.375,slack_user19,slack_username19,María Cantero Montalbán,Si,Si,['Tecnología'],No,Si,No,No,No,No,No,Si,No,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed692,2023-06-21 15:47:21.376,slack_user0,slack_username0,Domingo Cámara Arroyo,No,Si,['Otro'],No,Si,Si,No,Si,No,No,No,No,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed694,2023-06-21 15:47:21.377,slack_user1,slack_username1,Ismael Viana Fuertes,Si,No,['Producto'],No,Si,Si,No,No,Si,No,Si,Si,2,Suficientes y bien distribuidos
649345b940e849bfc45ed696,2023-06-21 15:47:21.378,slack_user2,slack_username2,Liliana Gabaldón,Si,Si,['Legal'],Si,Si,Si,No,Si,No,No,No,Si,3,Suficientes y bien distribuidos
649345b940e849bfc45ed698,2023-06-21 15:47:21.379,slack_user3,slack_username3,Carlito de Antón,Si,No,['Legal'],Si,Si,No,No,Si,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes y bien distribuidos
649345b940e849bfc45ed69a,2023-06-21 15:47:21.380,slack_user4,slack_username4,Mamen Álvaro Velázquez,Si,Si,['Finanzas'],No,Si,Si,No,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed69c,2023-06-21 15:47:21.381,slack_user5,slack_username5,Carlos Salvà Sierra,Si,No,['Producto'],No,No,No,No,Si,No,No,Si,No,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed69e,2023-06-21 15:47:21.382,slack_user6,slack_username6,Bienvenida Gimeno Amigó,No,Si,['Data'],No,No,No,No,No,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed6a0,2023-06-21 15:47:21.383,slack_user7,slack_username7,Carlos Segura-Peláez,Si,Si,['Legal'],Si,Si,Si,Si,No,Si,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,1,Insuficientes y mal distribuidos
649345b940e849bfc45ed6a2,2023-06-21 15:47:21.383,slack_user8,slack_username8,Elvira Hoyos Tamarit,Si,No,['Rercursos humanos'],Si,No,No,Si,No,No,No,No,Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed6a4,2023-06-21 15:47:21.384,slack_user9,slack_username9,Chita Bustamante Carretero,No,No,['Tecnología'],Si,Si,Si,Si,Si,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed6a6,2023-06-21 15:47:21.385,slack_user10,slack_username10,Amor Sales Méndez,No,Si,['Rercursos humanos'],Si,No,Si,No,Si,No,No,No,Si,1,Insuficientes pero bien distribuidos
649345b940e849bfc45ed6a8,2023-06-21 15:47:21.386,slack_user11,slack_username11,Patricia Godoy Montoya,No,No,['Otro'],Si,No,Si,No,Si,No,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes y bien distribuidos
649345b940e849bfc45ed6aa,2023-06-21 15:47:21.386,slack_user12,slack_username12,Eligio Ponce Belmonte,No,No,['Otro'],Si,No,Si,No,Si,Si,No,No,Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed6ac,2023-06-21 15:47:21.387,slack_user13,slack_username13,Eli Boada-Lozano,Si,No,['Producto'],Si,No,Si,No,Si,Si,No,No,Si,1,Insuficientes y mal distribuidos
649345b940e849bfc45ed6ae,2023-06-21 15:47:21.388,slack_user14,slack_username14,Carolina de Villalba,Si,Si,['Tecnología'],Si,Si,No,No,No,Si,Si,No,No,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed6b0,2023-06-21 15:47:21.389,slack_user15,slack_username15,Adelardo Cortés,No,No,['Data'],Si,No,Si,Si,Si,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed6b2,2023-06-21 15:47:21.389,slack_user16,slack_username16,Aarón Serna-Pomares,No,Si,['Otro'],No,Si,Si,Si,Si,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,2,Suficientes y bien distribuidos
649345b940e849bfc45ed6b4,2023-06-21 15:47:21.390,slack_user17,slack_username17,Eutropio Nogués Fuentes,Si,Si,['Tecnología'],No,Si,No,No,No,Si,Si,No,No,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed6b6,2023-06-21 15:47:21.391,slack_user18,slack_username18,Consuela Lasa Flor,Si,Si,['Data'],Si,Si,Si,Si,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed6b8,2023-06-21 15:47:21.393,slack_user19,slack_username19,María Cantero Montalbán,Si,Si,['Legal'],Si,Si,No,Si,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,2,Insuficientes pero bien distribuidos
649345b940e849bfc45ed6ba,2023-06-21 15:47:21.394,slack_user0,slack_username0,Domingo Cámara Arroyo,No,No,['Legal'],Si,Si,Si,Si,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,1,Insuficientes pero bien distribuidos
649345b940e849bfc45ed6bc,2023-06-21 15:47:21.394,slack_user1,slack_username1,Ismael Viana Fuertes,Si,No,['Tecnología'],Si,No,Si,No,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed6be,2023-06-21 15:47:21.395,slack_user2,slack_username2,Liliana Gabaldón,No,No,['Legal'],Si,No,No,Si,No,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed6c0,2023-06-21 15:47:21.396,slack_user3,slack_username3,Carlito de Antón,No,Si,['Producto'],Si,No,No,Si,No,Si,Si,No,Si,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed6c2,2023-06-21 15:47:21.397,slack_user4,slack_username4,Mamen Álvaro Velázquez,No,No,['Rercursos humanos'],No,No,No,No,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed6c4,2023-06-21 15:47:21.398,slack_user5,slack_username5,Carlos Salvà Sierra,Si,Si,['Legal'],No,No,No,No,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed6c6,2023-06-21 15:47:21.399,slack_user6,slack_username6,Bienvenida Gimeno Amigó,No,No,['Legal'],Si,No,No,Si,No,No,No,Si,Si,4,Suficientes y bien distribuidos
649345b940e849bfc45ed6c8,2023-06-21 15:47:21.399,slack_user7,slack_username7,Carlos Segura-Peláez,Si,Si,['Rercursos humanos'],Si,Si,No,Si,No,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,5,Suficientes pero mal distribuidos
649345b940e849bfc45ed6ca,2023-06-21 15:47:21.400,slack_user8,slack_username8,Elvira Hoyos Tamarit,Si,No,['Otro'],No,Si,Si,Si,Si,No,No,No tuve ninguna reunión,No tuve ninguna reunion,2,Insuficientes pero bien distribuidos
